PageNumber,PageCount,ResultCount,ResultDateTime
1,1,2939,2019-09-06T14:45:52.6099797-06:00
abbrev,parameter,measDateTime,measValue,measUnit,flagA,flagB,modified
PLAKERCO,DISCHRG,2019-08-21T00:30:00.0000000,280,cfs,O,,2019-08-21T00:39:38.5770000
PLAKERCO,DISCHRG,2019-08-21T00:45:00.0000000,276,cfs,O,,2019-08-21T01:39:41.3400000
PLAKERCO,DISCHRG,2019-08-21T01:00:00.0000000,280,cfs,O,,2019-08-21T01:39:41.3570000
PLAKERCO,DISCHRG,2019-08-21T01:15:00.0000000,280,cfs,O,,2019-08-21T01:39:41.3570000
PLAKERCO,DISCHRG,2019-08-21T01:30:00.0000000,280,cfs,O,,2019-08-21T01:39:41.3570000
PLAKERCO,DISCHRG,2019-08-21T01:45:00.0000000,280,cfs,O,,2019-08-21T02:39:47.6870000
PLAKERCO,DISCHRG,2019-08-21T02:00:00.0000000,280,cfs,O,,2019-08-21T02:39:47.6870000
PLAKERCO,DISCHRG,2019-08-21T02:15:00.0000000,280,cfs,O,,2019-08-21T02:39:47.6870000
PLAKERCO,DISCHRG,2019-08-21T02:30:00.0000000,280,cfs,O,,2019-08-21T02:39:47.7000000
PLAKERCO,DISCHRG,2019-08-21T02:45:00.0000000,276,cfs,O,,2019-08-21T03:39:49.0830000
PLAKERCO,DISCHRG,2019-08-21T03:00:00.0000000,280,cfs,O,,2019-08-21T03:39:49.0830000
PLAKERCO,DISCHRG,2019-08-21T03:15:00.0000000,276,cfs,O,,2019-08-21T03:39:49.0830000
PLAKERCO,DISCHRG,2019-08-21T03:30:00.0000000,273,cfs,O,,2019-08-21T03:39:49.0830000
PLAKERCO,DISCHRG,2019-08-21T03:45:00.0000000,276,cfs,O,,2019-08-21T04:40:10.3700000
PLAKERCO,DISCHRG,2019-08-21T04:00:00.0000000,280,cfs,O,,2019-08-21T04:40:10.3700000
PLAKERCO,DISCHRG,2019-08-21T04:15:00.0000000,280,cfs,O,,2019-08-21T04:40:10.3700000
PLAKERCO,DISCHRG,2019-08-21T04:30:00.0000000,280,cfs,O,,2019-08-21T04:40:10.3870000
PLAKERCO,DISCHRG,2019-08-21T04:45:00.0000000,280,cfs,O,,2019-08-21T05:40:11.6030000
PLAKERCO,DISCHRG,2019-08-21T05:00:00.0000000,283,cfs,O,,2019-08-21T05:40:11.6170000
PLAKERCO,DISCHRG,2019-08-21T05:15:00.0000000,280,cfs,O,,2019-08-21T05:40:11.6170000
PLAKERCO,DISCHRG,2019-08-21T05:30:00.0000000,280,cfs,O,,2019-08-21T05:40:11.6170000
PLAKERCO,DISCHRG,2019-08-21T05:45:00.0000000,280,cfs,O,,2019-08-21T06:39:33.4900000
PLAKERCO,DISCHRG,2019-08-21T06:00:00.0000000,280,cfs,O,,2019-08-21T06:39:33.4900000
PLAKERCO,DISCHRG,2019-08-21T06:15:00.0000000,280,cfs,O,,2019-08-21T06:39:33.4900000
PLAKERCO,DISCHRG,2019-08-21T06:30:00.0000000,273,cfs,O,,2019-08-21T06:39:33.4900000
PLAKERCO,DISCHRG,2019-08-21T06:45:00.0000000,276,cfs,O,,2019-08-21T07:39:34.7900000
PLAKERCO,DISCHRG,2019-08-21T07:00:00.0000000,270,cfs,O,,2019-08-21T07:39:34.7900000
PLAKERCO,DISCHRG,2019-08-21T07:15:00.0000000,273,cfs,O,,2019-08-21T07:39:34.7900000
PLAKERCO,DISCHRG,2019-08-21T07:30:00.0000000,273,cfs,O,,2019-08-21T07:39:34.8070000
PLAKERCO,DISCHRG,2019-08-21T07:45:00.0000000,273,cfs,O,,2019-08-21T08:39:56.4430000
PLAKERCO,DISCHRG,2019-08-21T08:00:00.0000000,270,cfs,O,,2019-08-21T08:39:56.4600000
PLAKERCO,DISCHRG,2019-08-21T08:15:00.0000000,276,cfs,O,,2019-08-21T08:39:56.4730000
PLAKERCO,DISCHRG,2019-08-21T08:30:00.0000000,276,cfs,O,,2019-08-21T08:39:56.4900000
PLAKERCO,DISCHRG,2019-08-21T08:45:00.0000000,280,cfs,O,,2019-08-21T09:39:57.8400000
PLAKERCO,DISCHRG,2019-08-21T09:00:00.0000000,280,cfs,O,,2019-08-21T09:39:57.8400000
PLAKERCO,DISCHRG,2019-08-21T09:15:00.0000000,276,cfs,O,,2019-08-21T09:39:57.8400000
PLAKERCO,DISCHRG,2019-08-21T09:30:00.0000000,280,cfs,O,,2019-08-21T09:39:57.8400000
PLAKERCO,DISCHRG,2019-08-21T09:45:00.0000000,276,cfs,O,,2019-08-21T10:39:59.1730000
PLAKERCO,DISCHRG,2019-08-21T10:00:00.0000000,280,cfs,O,,2019-08-21T10:39:59.1730000
PLAKERCO,DISCHRG,2019-08-21T10:15:00.0000000,276,cfs,O,,2019-08-21T10:39:59.1730000
PLAKERCO,DISCHRG,2019-08-21T10:30:00.0000000,270,cfs,O,,2019-08-21T10:39:59.1730000
PLAKERCO,DISCHRG,2019-08-21T10:45:00.0000000,276,cfs,O,,2019-08-21T11:40:00.5970000
PLAKERCO,DISCHRG,2019-08-21T11:00:00.0000000,270,cfs,O,,2019-08-21T11:40:00.5970000
PLAKERCO,DISCHRG,2019-08-21T11:15:00.0000000,273,cfs,O,,2019-08-21T11:40:00.5970000
PLAKERCO,DISCHRG,2019-08-21T11:30:00.0000000,273,cfs,O,,2019-08-21T11:40:00.5970000
PLAKERCO,DISCHRG,2019-08-21T11:45:00.0000000,280,cfs,O,,2019-08-21T12:40:02.0970000
PLAKERCO,DISCHRG,2019-08-21T12:00:00.0000000,276,cfs,O,,2019-08-21T12:40:02.0970000
PLAKERCO,DISCHRG,2019-08-21T12:15:00.0000000,280,cfs,O,,2019-08-21T12:40:02.0970000
PLAKERCO,DISCHRG,2019-08-21T12:30:00.0000000,280,cfs,O,,2019-08-21T12:40:02.1130000
PLAKERCO,DISCHRG,2019-08-21T12:45:00.0000000,280,cfs,O,,2019-08-21T13:39:43.3400000
PLAKERCO,DISCHRG,2019-08-21T13:00:00.0000000,276,cfs,O,,2019-08-21T13:39:43.3570000
PLAKERCO,DISCHRG,2019-08-21T13:15:00.0000000,280,cfs,O,,2019-08-21T13:39:43.3570000
PLAKERCO,DISCHRG,2019-08-21T13:30:00.0000000,280,cfs,O,,2019-08-21T13:39:43.3570000
PLAKERCO,DISCHRG,2019-08-21T13:45:00.0000000,280,cfs,O,,2019-08-21T14:39:44.7630000
PLAKERCO,DISCHRG,2019-08-21T14:00:00.0000000,276,cfs,O,,2019-08-21T14:39:44.7630000
PLAKERCO,DISCHRG,2019-08-21T14:15:00.0000000,276,cfs,O,,2019-08-21T14:39:44.7630000
PLAKERCO,DISCHRG,2019-08-21T14:30:00.0000000,280,cfs,O,,2019-08-21T14:39:44.7630000
PLAKERCO,DISCHRG,2019-08-21T14:45:00.0000000,276,cfs,O,,2019-08-21T15:39:46.4370000
PLAKERCO,DISCHRG,2019-08-21T15:00:00.0000000,280,cfs,O,,2019-08-21T15:39:46.4370000
PLAKERCO,DISCHRG,2019-08-21T15:15:00.0000000,280,cfs,O,,2019-08-21T15:39:46.4370000
PLAKERCO,DISCHRG,2019-08-21T15:30:00.0000000,283,cfs,O,,2019-08-21T15:39:46.4530000
PLAKERCO,DISCHRG,2019-08-21T15:45:00.0000000,280,cfs,O,,2019-08-21T16:39:47.7230000
PLAKERCO,DISCHRG,2019-08-21T16:00:00.0000000,280,cfs,O,,2019-08-21T16:39:47.7230000
PLAKERCO,DISCHRG,2019-08-21T16:15:00.0000000,276,cfs,O,,2019-08-21T16:39:47.7230000
PLAKERCO,DISCHRG,2019-08-21T16:30:00.0000000,276,cfs,O,,2019-08-21T16:39:47.7230000
PLAKERCO,DISCHRG,2019-08-21T16:45:00.0000000,273,cfs,O,,2019-08-21T17:39:49.1530000
PLAKERCO,DISCHRG,2019-08-21T17:00:00.0000000,270,cfs,O,,2019-08-21T17:39:49.1530000
PLAKERCO,DISCHRG,2019-08-21T17:15:00.0000000,273,cfs,O,,2019-08-21T17:39:49.1700000
PLAKERCO,DISCHRG,2019-08-21T17:30:00.0000000,273,cfs,O,,2019-08-21T17:39:49.1700000
PLAKERCO,DISCHRG,2019-08-21T17:45:00.0000000,273,cfs,O,,2019-08-21T18:39:50.5670000
PLAKERCO,DISCHRG,2019-08-21T18:00:00.0000000,276,cfs,O,,2019-08-21T18:39:50.5670000
PLAKERCO,DISCHRG,2019-08-21T18:15:00.0000000,280,cfs,O,,2019-08-21T18:39:50.5670000
PLAKERCO,DISCHRG,2019-08-21T18:30:00.0000000,280,cfs,O,,2019-08-21T18:39:50.5670000
PLAKERCO,DISCHRG,2019-08-21T18:45:00.0000000,283,cfs,O,,2019-08-21T19:39:52.0030000
PLAKERCO,DISCHRG,2019-08-21T19:00:00.0000000,287,cfs,O,,2019-08-21T19:39:52.0200000
PLAKERCO,DISCHRG,2019-08-21T19:15:00.0000000,287,cfs,O,,2019-08-21T19:39:52.0200000
PLAKERCO,DISCHRG,2019-08-21T19:30:00.0000000,290,cfs,O,,2019-08-21T19:39:52.0200000
PLAKERCO,DISCHRG,2019-08-21T19:45:00.0000000,287,cfs,O,,2019-08-21T20:39:53.2600000
PLAKERCO,DISCHRG,2019-08-21T20:00:00.0000000,287,cfs,O,,2019-08-21T20:39:53.2600000
PLAKERCO,DISCHRG,2019-08-21T20:15:00.0000000,290,cfs,O,,2019-08-21T20:39:53.2600000
PLAKERCO,DISCHRG,2019-08-21T20:30:00.0000000,287,cfs,O,,2019-08-21T20:39:53.2770000
PLAKERCO,DISCHRG,2019-08-21T20:45:00.0000000,290,cfs,O,,2019-08-21T21:39:34.6870000
PLAKERCO,DISCHRG,2019-08-21T21:00:00.0000000,287,cfs,O,,2019-08-21T21:39:34.6870000
PLAKERCO,DISCHRG,2019-08-21T21:15:00.0000000,283,cfs,O,,2019-08-21T21:39:34.6870000
PLAKERCO,DISCHRG,2019-08-21T21:30:00.0000000,283,cfs,O,,2019-08-21T21:39:34.6870000
PLAKERCO,DISCHRG,2019-08-21T21:45:00.0000000,280,cfs,O,,2019-08-21T22:39:36.0870000
PLAKERCO,DISCHRG,2019-08-21T22:00:00.0000000,283,cfs,O,,2019-08-21T22:39:36.0870000
PLAKERCO,DISCHRG,2019-08-21T22:15:00.0000000,283,cfs,O,,2019-08-21T22:39:36.0870000
PLAKERCO,DISCHRG,2019-08-21T22:30:00.0000000,280,cfs,O,,2019-08-21T22:39:36.0870000
PLAKERCO,DISCHRG,2019-08-21T22:45:00.0000000,276,cfs,O,,2019-08-21T23:39:37.4970000
PLAKERCO,DISCHRG,2019-08-21T23:00:00.0000000,280,cfs,O,,2019-08-21T23:39:37.4970000
PLAKERCO,DISCHRG,2019-08-21T23:15:00.0000000,280,cfs,O,,2019-08-21T23:39:37.4970000
PLAKERCO,DISCHRG,2019-08-21T23:30:00.0000000,280,cfs,O,,2019-08-21T23:39:37.4970000
PLAKERCO,DISCHRG,2019-08-21T23:45:00.0000000,283,cfs,O,,2019-08-22T00:39:59.6200000
PLAKERCO,DISCHRG,2019-08-22T00:00:00.0000000,280,cfs,O,,2019-08-22T00:39:59.6200000
PLAKERCO,DISCHRG,2019-08-22T00:15:00.0000000,283,cfs,O,,2019-08-22T00:39:59.6200000
PLAKERCO,DISCHRG,2019-08-22T00:30:00.0000000,283,cfs,O,,2019-08-22T00:39:59.6370000
PLAKERCO,DISCHRG,2019-08-22T00:45:00.0000000,283,cfs,O,,2019-08-22T01:40:02.7500000
PLAKERCO,DISCHRG,2019-08-22T01:00:00.0000000,283,cfs,O,,2019-08-22T01:40:02.7500000
PLAKERCO,DISCHRG,2019-08-22T01:15:00.0000000,287,cfs,O,,2019-08-22T01:40:02.7500000
PLAKERCO,DISCHRG,2019-08-22T01:30:00.0000000,283,cfs,O,,2019-08-22T01:40:02.7500000
PLAKERCO,DISCHRG,2019-08-22T01:45:00.0000000,287,cfs,O,,2019-08-22T02:39:44.2900000
PLAKERCO,DISCHRG,2019-08-22T02:00:00.0000000,283,cfs,O,,2019-08-22T02:39:44.3030000
PLAKERCO,DISCHRG,2019-08-22T02:15:00.0000000,287,cfs,O,,2019-08-22T02:39:44.3200000
PLAKERCO,DISCHRG,2019-08-22T02:30:00.0000000,287,cfs,O,,2019-08-22T02:39:44.3200000
PLAKERCO,DISCHRG,2019-08-22T02:45:00.0000000,283,cfs,O,,2019-08-22T03:39:45.3600000
PLAKERCO,DISCHRG,2019-08-22T03:00:00.0000000,276,cfs,O,,2019-08-22T03:39:45.3600000
PLAKERCO,DISCHRG,2019-08-22T03:15:00.0000000,280,cfs,O,,2019-08-22T03:39:45.3600000
PLAKERCO,DISCHRG,2019-08-22T03:30:00.0000000,280,cfs,O,,2019-08-22T03:39:45.3770000
PLAKERCO,DISCHRG,2019-08-22T03:45:00.0000000,276,cfs,O,,2019-08-22T04:39:46.7900000
PLAKERCO,DISCHRG,2019-08-22T04:00:00.0000000,280,cfs,O,,2019-08-22T04:39:46.7900000
PLAKERCO,DISCHRG,2019-08-22T04:15:00.0000000,283,cfs,O,,2019-08-22T04:39:46.7900000
PLAKERCO,DISCHRG,2019-08-22T04:30:00.0000000,287,cfs,O,,2019-08-22T04:39:46.8070000
PLAKERCO,DISCHRG,2019-08-22T04:45:00.0000000,287,cfs,O,,2019-08-22T05:39:48.0300000
PLAKERCO,DISCHRG,2019-08-22T05:00:00.0000000,283,cfs,O,,2019-08-22T05:39:48.0300000
PLAKERCO,DISCHRG,2019-08-22T05:15:00.0000000,287,cfs,O,,2019-08-22T05:39:48.0300000
PLAKERCO,DISCHRG,2019-08-22T05:30:00.0000000,283,cfs,O,,2019-08-22T05:39:48.0300000
PLAKERCO,DISCHRG,2019-08-22T05:45:00.0000000,287,cfs,O,,2019-08-22T06:39:49.3470000
PLAKERCO,DISCHRG,2019-08-22T06:00:00.0000000,283,cfs,O,,2019-08-22T06:39:49.3470000
PLAKERCO,DISCHRG,2019-08-22T06:15:00.0000000,287,cfs,O,,2019-08-22T06:39:49.3470000
PLAKERCO,DISCHRG,2019-08-22T06:30:00.0000000,283,cfs,O,,2019-08-22T06:39:49.3470000
PLAKERCO,DISCHRG,2019-08-22T06:45:00.0000000,283,cfs,O,,2019-08-22T07:39:50.8300000
PLAKERCO,DISCHRG,2019-08-22T07:00:00.0000000,283,cfs,O,,2019-08-22T07:39:50.8300000
PLAKERCO,DISCHRG,2019-08-22T07:15:00.0000000,276,cfs,O,,2019-08-22T07:39:50.8300000
PLAKERCO,DISCHRG,2019-08-22T07:30:00.0000000,280,cfs,O,,2019-08-22T07:39:50.8300000
PLAKERCO,DISCHRG,2019-08-22T07:45:00.0000000,273,cfs,O,,2019-08-22T08:39:52.1800000
PLAKERCO,DISCHRG,2019-08-22T08:00:00.0000000,276,cfs,O,,2019-08-22T08:39:52.1800000
PLAKERCO,DISCHRG,2019-08-22T08:15:00.0000000,276,cfs,O,,2019-08-22T08:39:52.1800000
PLAKERCO,DISCHRG,2019-08-22T08:30:00.0000000,276,cfs,O,,2019-08-22T08:39:52.1800000
PLAKERCO,DISCHRG,2019-08-22T08:45:00.0000000,276,cfs,O,,2019-08-22T09:39:52.4970000
PLAKERCO,DISCHRG,2019-08-22T09:00:00.0000000,280,cfs,O,,2019-08-22T09:39:52.5130000
PLAKERCO,DISCHRG,2019-08-22T09:15:00.0000000,280,cfs,O,,2019-08-22T09:39:52.5130000
PLAKERCO,DISCHRG,2019-08-22T09:30:00.0000000,280,cfs,O,,2019-08-22T09:39:52.5130000
PLAKERCO,DISCHRG,2019-08-22T09:45:00.0000000,287,cfs,O,,2019-08-22T10:39:33.9430000
PLAKERCO,DISCHRG,2019-08-22T10:00:00.0000000,283,cfs,O,,2019-08-22T10:39:33.9600000
PLAKERCO,DISCHRG,2019-08-22T10:15:00.0000000,287,cfs,O,,2019-08-22T10:39:33.9600000
PLAKERCO,DISCHRG,2019-08-22T10:30:00.0000000,283,cfs,O,,2019-08-22T10:39:33.9600000
PLAKERCO,DISCHRG,2019-08-22T10:45:00.0000000,283,cfs,O,,2019-08-22T11:39:35.2730000
PLAKERCO,DISCHRG,2019-08-22T11:00:00.0000000,287,cfs,O,,2019-08-22T11:39:35.2900000
PLAKERCO,DISCHRG,2019-08-22T11:15:00.0000000,283,cfs,O,,2019-08-22T11:39:35.2900000
PLAKERCO,DISCHRG,2019-08-22T11:30:00.0000000,283,cfs,O,,2019-08-22T11:39:35.2900000
PLAKERCO,DISCHRG,2019-08-22T11:45:00.0000000,280,cfs,O,,2019-08-22T12:39:36.5800000
PLAKERCO,DISCHRG,2019-08-22T12:00:00.0000000,280,cfs,O,,2019-08-22T12:39:36.5800000
PLAKERCO,DISCHRG,2019-08-22T12:15:00.0000000,276,cfs,O,,2019-08-22T12:39:36.5930000
PLAKERCO,DISCHRG,2019-08-22T12:30:00.0000000,280,cfs,O,,2019-08-22T12:39:36.5930000
PLAKERCO,DISCHRG,2019-08-22T12:45:00.0000000,280,cfs,O,,2019-08-22T13:39:38.0630000
PLAKERCO,DISCHRG,2019-08-22T13:00:00.0000000,283,cfs,O,,2019-08-22T13:39:38.0630000
PLAKERCO,DISCHRG,2019-08-22T13:15:00.0000000,283,cfs,O,,2019-08-22T13:39:38.0770000
PLAKERCO,DISCHRG,2019-08-22T13:30:00.0000000,283,cfs,O,,2019-08-22T13:39:38.0770000
PLAKERCO,DISCHRG,2019-08-22T13:45:00.0000000,287,cfs,O,,2019-08-22T14:39:59.3630000
PLAKERCO,DISCHRG,2019-08-22T14:00:00.0000000,287,cfs,O,,2019-08-22T14:39:59.3630000
PLAKERCO,DISCHRG,2019-08-22T14:15:00.0000000,290,cfs,O,,2019-08-22T14:39:59.3630000
PLAKERCO,DISCHRG,2019-08-22T14:30:00.0000000,290,cfs,O,,2019-08-22T14:39:59.3630000
PLAKERCO,DISCHRG,2019-08-22T14:45:00.0000000,290,cfs,O,,2019-08-22T15:40:00.8530000
PLAKERCO,DISCHRG,2019-08-22T15:00:00.0000000,290,cfs,O,,2019-08-22T15:40:00.8530000
PLAKERCO,DISCHRG,2019-08-22T15:15:00.0000000,287,cfs,O,,2019-08-22T15:40:00.8530000
PLAKERCO,DISCHRG,2019-08-22T15:30:00.0000000,283,cfs,O,,2019-08-22T15:40:00.8530000
PLAKERCO,DISCHRG,2019-08-22T15:45:00.0000000,283,cfs,O,,2019-08-22T16:40:02.2500000
PLAKERCO,DISCHRG,2019-08-22T16:00:00.0000000,280,cfs,O,,2019-08-22T16:40:02.2500000
PLAKERCO,DISCHRG,2019-08-22T16:15:00.0000000,280,cfs,O,,2019-08-22T16:40:02.2500000
PLAKERCO,DISCHRG,2019-08-22T16:30:00.0000000,280,cfs,O,,2019-08-22T16:40:02.2500000
PLAKERCO,DISCHRG,2019-08-22T16:45:00.0000000,280,cfs,O,,2019-08-22T17:41:03.9630000
PLAKERCO,DISCHRG,2019-08-22T17:00:00.0000000,283,cfs,O,,2019-08-22T17:41:03.9630000
PLAKERCO,DISCHRG,2019-08-22T17:15:00.0000000,287,cfs,O,,2019-08-22T17:41:03.9630000
PLAKERCO,DISCHRG,2019-08-22T17:30:00.0000000,290,cfs,O,,2019-08-22T17:41:03.9630000
PLAKERCO,DISCHRG,2019-08-22T17:45:00.0000000,290,cfs,O,,2019-08-22T18:39:45.9100000
PLAKERCO,DISCHRG,2019-08-22T18:00:00.0000000,290,cfs,O,,2019-08-22T18:39:45.9100000
PLAKERCO,DISCHRG,2019-08-22T18:15:00.0000000,290,cfs,O,,2019-08-22T18:39:45.9100000
PLAKERCO,DISCHRG,2019-08-22T18:30:00.0000000,294,cfs,O,,2019-08-22T18:39:45.9230000
PLAKERCO,DISCHRG,2019-08-22T18:45:00.0000000,290,cfs,O,,2019-08-22T19:39:47.3730000
PLAKERCO,DISCHRG,2019-08-22T19:00:00.0000000,290,cfs,O,,2019-08-22T19:39:47.3730000
PLAKERCO,DISCHRG,2019-08-22T19:15:00.0000000,290,cfs,O,,2019-08-22T19:39:47.3730000
PLAKERCO,DISCHRG,2019-08-22T19:30:00.0000000,290,cfs,O,,2019-08-22T19:39:47.3730000
PLAKERCO,DISCHRG,2019-08-22T19:45:00.0000000,287,cfs,O,,2019-08-22T20:39:48.6970000
PLAKERCO,DISCHRG,2019-08-22T20:00:00.0000000,283,cfs,O,,2019-08-22T20:39:48.6970000
PLAKERCO,DISCHRG,2019-08-22T20:15:00.0000000,287,cfs,O,,2019-08-22T20:39:48.6970000
PLAKERCO,DISCHRG,2019-08-22T20:30:00.0000000,280,cfs,O,,2019-08-22T20:39:48.7100000
PLAKERCO,DISCHRG,2019-08-22T20:45:00.0000000,280,cfs,O,,2019-08-22T21:39:50.1700000
PLAKERCO,DISCHRG,2019-08-22T21:00:00.0000000,283,cfs,O,,2019-08-22T21:39:50.1700000
PLAKERCO,DISCHRG,2019-08-22T21:15:00.0000000,280,cfs,O,,2019-08-22T21:39:50.1700000
PLAKERCO,DISCHRG,2019-08-22T21:30:00.0000000,283,cfs,O,,2019-08-22T21:39:50.1700000
PLAKERCO,DISCHRG,2019-08-22T21:45:00.0000000,287,cfs,O,,2019-08-22T22:40:11.5600000
PLAKERCO,DISCHRG,2019-08-22T22:00:00.0000000,287,cfs,O,,2019-08-22T22:40:11.5600000
PLAKERCO,DISCHRG,2019-08-22T22:15:00.0000000,294,cfs,O,,2019-08-22T22:40:11.5770000
PLAKERCO,DISCHRG,2019-08-22T22:30:00.0000000,308,cfs,O,,2019-08-22T22:40:11.5770000
PLAKERCO,DISCHRG,2019-08-22T22:45:00.0000000,337,cfs,O,,2019-08-22T23:39:53.0030000
PLAKERCO,DISCHRG,2019-08-22T23:00:00.0000000,396,cfs,O,,2019-08-22T23:39:53.0030000
PLAKERCO,DISCHRG,2019-08-22T23:15:00.0000000,460,cfs,O,,2019-08-22T23:39:53.0030000
PLAKERCO,DISCHRG,2019-08-22T23:30:00.0000000,525,cfs,O,,2019-08-22T23:39:53.0030000
PLAKERCO,DISCHRG,2019-08-22T23:45:00.0000000,587,cfs,O,,2019-08-23T00:39:54.3830000
PLAKERCO,DISCHRG,2019-08-23T00:00:00.0000000,642,cfs,O,,2019-08-23T00:39:54.3830000
PLAKERCO,DISCHRG,2019-08-23T00:15:00.0000000,689,cfs,O,,2019-08-23T00:39:54.3830000
PLAKERCO,DISCHRG,2019-08-23T00:30:00.0000000,721,cfs,O,,2019-08-23T00:39:54.3830000
PLAKERCO,DISCHRG,2019-08-23T00:45:00.0000000,749,cfs,O,,2019-08-23T01:39:39.0000000
PLAKERCO,DISCHRG,2019-08-23T01:00:00.0000000,777,cfs,O,,2019-08-23T01:39:39.0170000
PLAKERCO,DISCHRG,2019-08-23T01:15:00.0000000,788,cfs,O,,2019-08-23T01:39:39.0170000
PLAKERCO,DISCHRG,2019-08-23T01:30:00.0000000,811,cfs,O,,2019-08-23T01:39:39.0170000
PLAKERCO,DISCHRG,2019-08-23T01:45:00.0000000,811,cfs,O,,2019-08-23T02:40:00.3600000
PLAKERCO,DISCHRG,2019-08-23T02:00:00.0000000,817,cfs,O,,2019-08-23T02:40:00.3600000
PLAKERCO,DISCHRG,2019-08-23T02:15:00.0000000,805,cfs,O,,2019-08-23T02:40:00.3600000
PLAKERCO,DISCHRG,2019-08-23T02:30:00.0000000,817,cfs,O,,2019-08-23T02:40:00.3770000
PLAKERCO,DISCHRG,2019-08-23T02:45:00.0000000,811,cfs,O,,2019-08-23T03:40:01.9300000
PLAKERCO,DISCHRG,2019-08-23T03:00:00.0000000,799,cfs,O,,2019-08-23T03:40:01.9300000
PLAKERCO,DISCHRG,2019-08-23T03:15:00.0000000,799,cfs,O,,2019-08-23T03:40:01.9300000
PLAKERCO,DISCHRG,2019-08-23T03:30:00.0000000,788,cfs,O,,2019-08-23T03:40:01.9300000
PLAKERCO,DISCHRG,2019-08-23T03:45:00.0000000,777,cfs,O,,2019-08-23T04:40:03.2600000
PLAKERCO,DISCHRG,2019-08-23T04:00:00.0000000,765,cfs,O,,2019-08-23T04:40:03.2600000
PLAKERCO,DISCHRG,2019-08-23T04:15:00.0000000,754,cfs,O,,2019-08-23T04:40:03.2600000
PLAKERCO,DISCHRG,2019-08-23T04:30:00.0000000,754,cfs,O,,2019-08-23T04:40:03.2600000
PLAKERCO,DISCHRG,2019-08-23T04:45:00.0000000,743,cfs,O,,2019-08-23T05:40:04.5270000
PLAKERCO,DISCHRG,2019-08-23T05:00:00.0000000,738,cfs,O,,2019-08-23T05:40:04.5270000
PLAKERCO,DISCHRG,2019-08-23T05:15:00.0000000,727,cfs,O,,2019-08-23T05:40:04.5270000
PLAKERCO,DISCHRG,2019-08-23T05:30:00.0000000,716,cfs,O,,2019-08-23T05:40:04.5270000
PLAKERCO,DISCHRG,2019-08-23T05:45:00.0000000,705,cfs,O,,2019-08-23T06:39:45.8900000
PLAKERCO,DISCHRG,2019-08-23T06:00:00.0000000,694,cfs,O,,2019-08-23T06:39:45.8900000
PLAKERCO,DISCHRG,2019-08-23T06:15:00.0000000,689,cfs,O,,2019-08-23T06:39:45.8900000
PLAKERCO,DISCHRG,2019-08-23T06:30:00.0000000,678,cfs,O,,2019-08-23T06:39:45.8900000
PLAKERCO,DISCHRG,2019-08-23T06:45:00.0000000,668,cfs,O,,2019-08-23T07:39:47.1830000
PLAKERCO,DISCHRG,2019-08-23T07:00:00.0000000,657,cfs,O,,2019-08-23T07:39:47.1830000
PLAKERCO,DISCHRG,2019-08-23T07:15:00.0000000,642,cfs,O,,2019-08-23T07:39:47.1830000
PLAKERCO,DISCHRG,2019-08-23T07:30:00.0000000,632,cfs,O,,2019-08-23T07:39:47.1830000
PLAKERCO,DISCHRG,2019-08-23T07:45:00.0000000,622,cfs,O,,2019-08-23T08:39:48.4230000
PLAKERCO,DISCHRG,2019-08-23T08:00:00.0000000,617,cfs,O,,2019-08-23T08:39:48.4230000
PLAKERCO,DISCHRG,2019-08-23T08:15:00.0000000,602,cfs,O,,2019-08-23T08:39:48.4400000
PLAKERCO,DISCHRG,2019-08-23T08:30:00.0000000,602,cfs,O,,2019-08-23T08:39:48.4400000
PLAKERCO,DISCHRG,2019-08-23T08:45:00.0000000,592,cfs,O,,2019-08-23T09:39:49.7700000
PLAKERCO,DISCHRG,2019-08-23T09:00:00.0000000,592,cfs,O,,2019-08-23T09:39:49.7700000
PLAKERCO,DISCHRG,2019-08-23T09:15:00.0000000,582,cfs,O,,2019-08-23T09:39:49.7700000
PLAKERCO,DISCHRG,2019-08-23T09:30:00.0000000,577,cfs,O,,2019-08-23T09:39:49.7870000
PLAKERCO,DISCHRG,2019-08-23T09:45:00.0000000,572,cfs,O,,2019-08-23T10:39:51.1100000
PLAKERCO,DISCHRG,2019-08-23T10:00:00.0000000,563,cfs,O,,2019-08-23T10:39:51.1100000
PLAKERCO,DISCHRG,2019-08-23T10:15:00.0000000,558,cfs,O,,2019-08-23T10:39:51.1100000
PLAKERCO,DISCHRG,2019-08-23T10:30:00.0000000,553,cfs,O,,2019-08-23T10:39:51.1100000
PLAKERCO,DISCHRG,2019-08-23T10:45:00.0000000,544,cfs,O,,2019-08-23T11:39:52.5170000
PLAKERCO,DISCHRG,2019-08-23T11:00:00.0000000,534,cfs,O,,2019-08-23T11:39:52.5170000
PLAKERCO,DISCHRG,2019-08-23T11:15:00.0000000,520,cfs,O,,2019-08-23T11:39:52.5170000
PLAKERCO,DISCHRG,2019-08-23T11:30:00.0000000,525,cfs,O,,2019-08-23T11:39:52.5170000
PLAKERCO,DISCHRG,2019-08-23T11:45:00.0000000,520,cfs,O,,2019-08-23T12:39:54.6230000
PLAKERCO,DISCHRG,2019-08-23T12:00:00.0000000,515,cfs,O,,2019-08-23T12:39:54.6230000
